week,mean_pct_change,mean_detect,n_sites
2024-07-21,4998.292137138164,94.7058098952987,4871
2024-07-28,888366.0951130857,95.97778675282714,4952
2024-08-04,1755234.7548387097,96.38245967741935,4960
2024-08-11,1360332.3362051693,96.59747545582047,4991
2024-08-18,3327730.608235294,97.64901960784314,5100
2024-08-25,2208191.9051857586,97.92240712074303,5168
2024-09-01,4501098.420825994,97.8676844783715,5109
2024-09-08,4894354.549258273,98.00912894636744,5258
2024-09-15,4458777.918260218,97.92482189726285,5334
2024-09-22,5281253.619739018,96.37199044293328,5441
2024-09-29,3226793.864968853,93.93752290216196,5458
2024-10-06,5876928.5657385215,91.28434445878665,5423
2024-10-13,3836740.8951877505,89.6981407218374,5486
2024-10-20,2895747.2395285587,89.56319129646418,5515
2024-10-27,2575417.863793417,89.56082924168031,5499
2024-11-03,1127134.4569391112,87.55860303528982,5469
2024-11-10,5433817.561847169,85.81564962433572,5457
2024-11-17,821758.8424465475,85.81142656852435,5706
2024-11-24,3627112.934663606,85.8159985873212,5663
2024-12-01,14166680.619792582,87.95324310072068,5689
2024-12-08,7461824.1199861085,92.17259940961972,5759
2024-12-15,8749965.634397529,93.74184689323721,5826
2024-12-22,27237866.316117216,94.63681318681319,5460
2024-12-29,13594953.697819315,94.82928348909657,4815
2025-01-05,4391731.035091159,95.11193883552245,5101
2025-01-12,4887118.103760684,95.84957264957265,5850
2025-01-19,1440165.752523553,96.27944145356662,5944
2025-01-26,1499168.0194158365,96.76700996116833,5923
2025-02-02,793853.0530315546,95.42904344952916,6053
2025-02-09,2039818.767708163,93.95337804678555,6113
2025-02-16,4479841.890049752,93.19485903814262,6030
2025-02-23,4608313.548756219,91.42537313432835,6030
2025-03-02,2653606.117388473,88.86551611852816,6142
2025-03-09,2602886.903169014,87.10531370038413,6248
2025-03-16,65927.4968895801,85.61632970451011,6430
2025-03-23,1409763.6937702892,85.21796259081775,6469
2025-03-30,1350686.4598255996,84.21301775147928,6422
2025-04-06,1263116.8133208256,79.81035021888681,6396
2025-04-13,5160510.268292683,76.90167203558828,6519
2025-04-20,3948200.638850889,77.31646146830825,6579
2025-04-27,3668441.8723635236,77.28055210918114,6448
2025-05-04,1630292.4670658682,74.15998771687394,6513
2025-05-11,2289586.6105470527,70.36869222609486,6599
2025-05-18,3408405.204087767,68.02645025548543,6654
2025-05-25,7667720.034990239,68.23667217299895,6659
2025-06-01,5866968.035635074,67.59367144758244,6763
2025-06-08,3092067.781556852,66.52796356909064,7027
2025-06-15,1963709.2301331465,65.23433777154871,7135
2025-06-22,2807263.501468326,64.90952314361628,7151
2025-06-29,11405098.69163616,65.98451140523797,7102
2025-07-06,9797402.633578261,68.99306807153751,7213
2025-07-13,9395948.936996037,70.60680606806068,7317
2025-07-20,6989698.332485611,72.12367822246019,7471
2025-07-27,7141889.370548219,75.24276377217554,7497
2025-08-03,906781.4264999335,79.340561394173207,7517
2025-08-10,2140062.7857714896,82.94714361986118,7492
2025-08-17,538465.2112619272,84.02190565784169,7441
2025-08-24,1183309.3037006692,85.39833401611361,7323
2025-08-31,16196175.970185334,89.11265108783239,6205
2025-09-07,41235237.02538071,91.85913705583756,788
